Region,Crop,Soil_Type,Irrigation_Type,Rainfall_mm,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Fertilizer_kg_per_hectare,Irrigation_Hours,Pest_Level,Crop_Yield_Tons_per_Hectare
Andhra Pradesh,Sugarcane,Clay,Canal,993.4,26.8,64.7,62.5,119.9,7.2,5.9,6.59
West Bengal,Sugarcane,Black Soil,Rainfed,514.9,24.3,52.5,34.2,136.6,6.1,3.4,5.13
West Bengal,Rice,Black Soil,Canal,1032.5,33.3,72.6,54.5,119.1,3.7,6.3,5.64
West Bengal,Wheat,Clay,Rainfed,619.7,22.3,72.2,51.7,110.4,9.2,2.2,5.03
Tamil Nadu,Groundnut,Loamy,Canal,1171.9,25.8,81.7,49.6,109.3,7.9,0.8,6.54
Andhra Pradesh,Cotton,Black Soil,Canal,558.8,34.8,68.8,40.4,153.2,4.6,4.9,5.15
Andhra Pradesh,Wheat,Red Soil,Canal,702.7,29.9,69.3,48.6,139.3,9.8,5.8,5.04
Punjab,Wheat,Black Soil,Rainfed,792.9,27.9,69.9,32.7,129.2,7.2,5.8,5.23
Maharashtra,Groundnut,Red Soil,Sprinkler,791.5,28.1,87.1,49.8,118.1,7.2,1.9,6.5
West Bengal,Rice,Clay,Canal,888.0,24.2,64.3,40.7,95.8,12.3,3.9,5.66
Karnataka,Rice,Clay,Rainfed,497.1,27.7,73.6,38.6,104.3,2.2,5.0,4.01
Maharashtra,Rice,Black Soil,Rainfed,771.8,26.6,75.4,51.2,152.3,2.1,4.0,5.36
Maharashtra,Rice,Sandy,Canal,810.4,28.7,72.2,30.9,149.0,2.8,6.1,3.8
Andhra Pradesh,Sugarcane,Red Soil,Canal,663.9,22.0,63.8,46.3,92.3,8.1,2.8,4.99
Maharashtra,Rice,Loamy,Sprinkler,868.9,29.6,69.4,59.0,118.5,5.9,3.4,6.48
West Bengal,Sugarcane,Black Soil,Rainfed,483.8,32.1,66.9,33.9,132.4,6.2,3.9,4.87
West Bengal,Sugarcane,Loamy,Rainfed,708.2,27.2,91.5,46.2,130.2,4.2,5.0,5.86
Tamil Nadu,Rice,Black Soil,Drip,614.3,30.6,62.5,48.4,129.9,12.0,3.1,6.28
West Bengal,Maize,Sandy,Rainfed,708.8,29.2,57.0,33.2,76.1,13.0,5.2,4.37
West Bengal,Cotton,Sandy,Sprinkler,1098.3,25.6,67.9,57.0,74.0,9.7,6.4,5.36
Andhra Pradesh,Wheat,Sandy,Drip,1102.6,23.8,67.1,58.7,156.0,2.5,2.6,6.09
West Bengal,Sugarcane,Sandy,Drip,1059.5,24.3,70.4,55.3,167.8,5.5,3.2,6.29
Tamil Nadu,Groundnut,Clay,Drip,678.3,29.2,62.5,42.5,63.1,9.5,5.2,5.12
Karnataka,Groundnut,Clay,Canal,979.7,27.8,69.3,43.5,114.0,6.9,7.0,5.06
Andhra Pradesh,Cotton,Red Soil,Canal,804.7,33.1,69.6,53.5,143.5,9.7,4.6,5.19
Karnataka,Groundnut,Loamy,Rainfed,790.0,31.2,78.9,45.0,37.9,10.7,2.1,4.71
Andhra Pradesh,Maize,Black Soil,Drip,,31.2,69.1,38.7,77.4,12.7,3.9,6.05
Punjab,Groundnut,Black Soil,Sprinkler,1166.9,29.1,69.2,52.3,111.8,5.0,5.2,6.43
Maharashtra,Wheat,Clay,Canal,1080.5,24.2,74.2,54.2,94.1,7.2,2.0,6.43
Punjab,Wheat,Black Soil,Sprinkler,943.9,29.3,78.4,39.2,122.3,5.7,1.6,6.08
West Bengal,Sugarcane,Clay,Sprinkler,742.5,28.3,56.2,43.7,166.5,1.0,2.9,6.17
Karnataka,Rice,Red Soil,Canal,788.7,23.4,53.0,42.2,85.2,9.1,4.7,5.86
West Bengal,Maize,Loamy,Canal,896.7,32.8,88.3,55.4,116.8,8.7,1.0,7.06
Maharashtra,Sugarcane,Red Soil,Canal,665.2,32.4,76.4,30.4,102.9,5.4,2.3,4.68
Andhra Pradesh,Maize,Sandy,Canal,986.4,23.4,65.4,55.3,119.8,2.2,4.0,5.1
Maharashtra,Rice,Sandy,Drip,577.3,25.4,68.2,47.9,115.2,5.8,5.5,5.47
Tamil Nadu,Groundnut,Sandy,Drip,866.2,25.8,63.3,35.6,207.3,9.2,4.0,6.03
Maharashtra,Groundnut,Red Soil,Drip,276.3,30.4,70.5,21.6,167.1,11.0,4.2,4.38
Tamil Nadu,Rice,Black Soil,Drip,658.9,30.0,56.3,52.2,59.7,4.9,5.3,5.39
Maharashtra,Sugarcane,Loamy,Rainfed,1237.1,28.2,78.1,50.5,83.5,10.3,6.4,6.39
Tamil Nadu,Rice,Sandy,Drip,1008.0,29.1,70.1,68.8,87.8,8.9,6.2,6.29
Karnataka,Cotton,Sandy,Canal,1117.8,22.8,70.5,42.1,71.8,8.2,0.0,5.44
West Bengal,Wheat,Sandy,Sprinkler,633.2,29.5,57.3,41.9,67.1,3.1,3.7,4.44
West Bengal,Sugarcane,Loamy,Drip,802.8,27.6,74.3,44.9,108.8,3.2,5.1,5.91
Punjab,Maize,Sandy,Rainfed,1062.0,25.3,57.5,50.3,89.1,4.5,6.6,5.06
West Bengal,Cotton,Loamy,Canal,919.3,21.9,59.7,50.8,83.8,6.0,4.7,5.31
Andhra Pradesh,Sugarcane,Sandy,Sprinkler,891.9,28.1,69.1,50.4,185.7,12.4,2.0,6.47
Maharashtra,Rice,Red Soil,Sprinkler,1138.7,29.4,95.0,52.5,91.5,5.0,2.2,6.82
Punjab,Rice,Red Soil,Drip,551.1,21.2,70.1,32.7,99.5,9.3,2.2,5.35
Andhra Pradesh,Rice,Loamy,Sprinkler,739.5,28.1,37.2,49.8,141.0,5.6,4.1,6.77
Andhra Pradesh,Rice,Red Soil,Drip,394.1,28.5,60.3,38.6,99.4,8.4,2.6,4.46
Tamil Nadu,Maize,Loamy,Drip,539.1,25.8,76.2,39.2,74.2,6.8,0.0,5.21
West Bengal,Cotton,Red Soil,Canal,1016.3,29.5,54.5,54.0,106.0,7.5,1.4,6.32
Karnataka,Groundnut,Red Soil,Canal,578.2,27.5,78.0,44.1,185.3,8.1,2.7,5.38
Karnataka,Wheat,Loamy,Rainfed,941.8,29.1,69.9,44.0,98.1,6.3,1.0,5.27
Punjab,Maize,Black Soil,Canal,1144.9,30.1,79.9,57.0,83.1,8.1,1.3,7.37
Karnataka,Maize,Red Soil,Canal,740.9,30.1,61.3,40.2,129.7,10.7,7.2,4.93
Maharashtra,Groundnut,Sandy,Drip,894.4,32.1,60.4,52.2,104.3,4.7,3.5,5.56
Karnataka,Groundnut,Black Soil,Canal,943.5,29.4,74.8,47.4,210.9,10.6,2.8,6.65
Punjab,Wheat,Loamy,Drip,511.3,26.1,67.9,41.5,87.5,6.2,4.7,4.92
Karnataka,Wheat,Black Soil,Drip,644.4,25.4,67.2,38.5,175.7,5.9,5.6,5.35
Maharashtra,Groundnut,Clay,Canal,559.2,23.7,86.8,43.0,155.7,9.1,7.5,5.24
Tamil Nadu,Rice,Clay,Rainfed,661.9,28.6,75.2,35.7,101.7,6.0,6.6,4.59
Punjab,Maize,Red Soil,Rainfed,937.5,33.3,44.1,48.7,114.9,8.0,4.3,5.82
Tamil Nadu,Sugarcane,Red Soil,Sprinkler,649.1,26.6,77.6,47.1,79.0,7.7,0.7,6.43
Tamil Nadu,Wheat,Sandy,Sprinkler,772.3,29.8,76.4,47.1,96.2,0.7,1.7,5.1
Tamil Nadu,Wheat,Black Soil,Canal,550.7,25.0,82.2,39.9,101.4,8.3,2.8,5.26
Andhra Pradesh,Groundnut,Clay,Rainfed,1049.8,28.8,56.7,,120.5,2.7,4.4,5.37
West Bengal,Cotton,Red Soil,Drip,660.1,33.0,71.9,47.6,65.6,2.9,3.7,4.88
Andhra Pradesh,Sugarcane,Black Soil,Sprinkler,1115.1,30.7,69.3,58.0,125.9,8.1,0.8,7.95
West Bengal,Sugarcane,Red Soil,Drip,793.4,21.7,56.5,48.8,109.9,8.6,0.5,5.94
Tamil Nadu,Wheat,Red Soil,Sprinkler,470.5,30.3,79.4,41.5,128.9,10.6,4.0,5.3
Punjab,Rice,Clay,Canal,742.4,30.5,65.1,53.5,134.2,3.7,3.7,6.06
West Bengal,Cotton,Clay,Rainfed,546.2,28.7,81.8,36.1,107.1,4.8,3.1,3.82
Maharashtra,Sugarcane,Red Soil,Sprinkler,909.7,30.7,59.1,53.8,132.1,8.4,4.4,5.97
Maharashtra,Wheat,Loamy,Rainfed,722.5,24.7,50.5,45.2,111.9,10.7,5.7,4.79
Karnataka,Sugarcane,Red Soil,Drip,815.9,28.3,65.1,43.1,141.0,7.6,4.1,6.46
West Bengal,Cotton,Red Soil,Canal,698.7,32.4,70.8,41.9,126.1,4.4,1.8,5.5
Punjab,Cotton,Sandy,Rainfed,657.8,32.1,61.6,42.8,121.3,11.5,6.9,3.77
Andhra Pradesh,Maize,Sandy,Canal,565.8,30.2,35.0,34.0,111.4,6.2,3.2,4.87
Tamil Nadu,Groundnut,Sandy,Rainfed,964.0,24.5,72.6,54.3,160.4,6.3,3.6,5.47
Karnataka,Groundnut,Loamy,Drip,741.9,23.8,72.5,42.9,129.2,2.7,2.3,5.71
Maharashtra,Wheat,Loamy,Drip,710.8,28.5,76.2,43.3,68.7,9.2,1.6,5.86
Andhra Pradesh,Cotton,Red Soil,Canal,736.4,28.7,63.4,51.6,98.5,9.6,1.7,5.96
Andhra Pradesh,Maize,Sandy,Drip,630.7,27.6,62.8,41.5,107.0,4.9,1.3,5.66
Tamil Nadu,Maize,Loamy,Sprinkler,711.5,24.8,85.3,52.1,115.0,12.3,0.0,6.1
West Bengal,Sugarcane,Clay,Rainfed,825.2,29.7,49.1,42.5,121.2,5.2,3.2,5.62
Maharashtra,Sugarcane,Red Soil,Drip,552.5,28.4,65.0,32.2,82.0,8.9,5.5,4.95
Punjab,Maize,Black Soil,Sprinkler,584.3,29.2,69.7,37.9,112.6,7.7,1.7,5.67
Andhra Pradesh,Sugarcane,Red Soil,Canal,1083.2,30.4,75.3,35.2,104.0,0.9,8.1,5.16
Tamil Nadu,Cotton,Black Soil,Sprinkler,700.2,26.9,70.0,47.9,153.0,8.6,6.0,5.89
Punjab,Rice,Sandy,Canal,658.7,26.0,56.9,35.2,80.2,8.4,3.5,4.59
West Bengal,Cotton,Black Soil,Canal,484.3,32.4,82.0,33.4,114.4,1.7,1.5,4.98
Maharashtra,Maize,Sandy,Rainfed,967.1,25.0,68.0,53.5,91.0,11.6,0.6,5.44
West Bengal,Maize,Clay,Rainfed,547.7,26.1,48.0,39.4,180.2,8.4,3.3,5.6
Andhra Pradesh,Cotton,Black Soil,Sprinkler,776.6,32.9,70.5,41.8,159.0,10.7,3.6,5.79
Punjab,Sugarcane,Red Soil,Rainfed,404.2,25.8,73.7,22.9,57.5,1.9,3.1,3.66
Punjab,Sugarcane,Sandy,Rainfed,960.0,27.6,91.5,56.8,87.1,5.8,5.4,5.15
Punjab,Groundnut,Red Soil,Rainfed,1038.9,26.4,72.9,55.3,145.5,10.5,6.2,5.53
Andhra Pradesh,Maize,Loamy,Sprinkler,886.6,20.9,50.2,59.5,131.0,2.3,4.4,5.71
Andhra Pradesh,Wheat,Sandy,Drip,442.4,27.5,50.6,32.5,129.9,5.9,4.4,4.67
West Bengal,Groundnut,Black Soil,Rainfed,964.5,24.0,83.1,40.4,121.7,8.2,2.9,5.83
Karnataka,Sugarcane,Sandy,Rainfed,598.0,29.0,58.4,45.9,148.3,1.3,3.5,4.82
West Bengal,Cotton,Red Soil,Sprinkler,522.4,32.4,49.4,36.9,142.3,3.0,4.2,4.62
Maharashtra,Sugarcane,Clay,Drip,695.6,19.1,80.0,46.2,104.8,11.1,2.9,6.14
Tamil Nadu,Cotton,Sandy,Rainfed,691.3,26.4,62.3,52.0,73.0,7.2,4.7,4.32
Punjab,Groundnut,Black Soil,Canal,668.9,29.8,79.4,44.1,55.8,10.5,1.6,5.55
Karnataka,Maize,Loamy,Sprinkler,1060.2,19.3,57.0,52.5,111.4,7.5,2.2,6.36
Tamil Nadu,Sugarcane,Clay,Rainfed,1222.6,33.3,85.7,56.9,50.6,14.4,1.6,7.06
Karnataka,Cotton,Loamy,Rainfed,478.8,29.5,78.5,27.1,123.8,8.3,2.3,3.67
West Bengal,Maize,Sandy,Canal,628.5,32.3,59.3,47.4,104.2,10.8,3.0,4.46
Andhra Pradesh,Wheat,Red Soil,Canal,811.4,25.7,48.1,52.3,183.0,6.3,5.4,6.14
Punjab,Cotton,Red Soil,Sprinkler,694.5,26.2,95.0,45.5,127.0,7.6,3.6,5.51
West Bengal,Groundnut,Black Soil,Sprinkler,867.9,27.4,65.5,37.6,114.0,8.9,1.2,6.39
Tamil Nadu,Wheat,Red Soil,Canal,981.5,36.6,58.8,48.8,58.4,9.4,1.0,5.55
Tamil Nadu,Wheat,Clay,Sprinkler,944.9,33.3,84.6,57.3,70.8,6.9,2.8,6.61
Tamil Nadu,Rice,Red Soil,Canal,914.1,28.5,79.3,44.5,138.8,7.0,5.0,5.95
Tamil Nadu,Sugarcane,Black Soil,Rainfed,1145.0,29.0,82.2,60.7,104.0,8.5,6.0,6.67
Tamil Nadu,Cotton,Sandy,Canal,430.4,30.5,66.8,36.1,203.7,8.5,0.6,5.11
Karnataka,Wheat,Sandy,Canal,1105.6,37.6,90.6,56.9,112.1,3.9,4.2,5.09
West Bengal,Rice,Red Soil,Drip,689.1,29.5,52.3,39.8,120.9,7.7,2.8,5.16
Punjab,Groundnut,Loamy,Canal,952.7,28.2,61.4,49.3,68.9,8.0,2.9,6.33
Andhra Pradesh,Maize,Sandy,Canal,553.5,26.6,72.7,41.5,148.2,4.1,1.6,5.19
Andhra Pradesh,Cotton,Red Soil,Drip,580.1,28.9,82.0,33.0,82.6,9.7,3.1,5.01
West Bengal,Wheat,Black Soil,Sprinkler,925.7,25.7,75.9,49.8,133.4,8.2,1.5,6.18
West Bengal,Sugarcane,Red Soil,Drip,355.7,30.0,67.0,17.8,143.4,14.0,3.0,5.91
Andhra Pradesh,Rice,Sandy,Rainfed,997.7,22.3,62.3,46.3,118.3,6.9,5.6,5.05
Andhra Pradesh,Wheat,Black Soil,Drip,1057.2,27.0,82.1,54.7,176.5,10.4,4.6,7.31
Karnataka,Sugarcane,Red Soil,Rainfed,819.1,30.9,77.2,52.2,93.6,8.6,6.9,5.1
Maharashtra,Wheat,Clay,Sprinkler,811.2,29.5,57.5,48.1,173.6,12.8,4.4,5.94
Punjab,Cotton,Black Soil,Drip,596.6,26.1,57.1,31.6,70.5,4.1,3.8,5.34
Tamil Nadu,Cotton,Clay,Drip,928.4,27.1,61.5,54.4,143.0,5.5,4.5,6.44
Maharashtra,Cotton,Loamy,Sprinkler,856.5,32.1,59.9,39.6,110.0,4.2,2.1,5.53
West Bengal,Groundnut,Black Soil,Rainfed,577.3,23.2,80.4,43.1,90.2,6.8,0.0,4.96
Andhra Pradesh,Groundnut,Clay,Drip,693.9,23.2,73.2,35.7,56.9,3.6,4.9,4.81
Maharashtra,Rice,Sandy,Rainfed,744.9,24.3,74.7,39.0,105.9,2.4,0.3,4.84
Punjab,Cotton,Sandy,Drip,693.6,28.0,70.3,36.6,103.7,0.6,5.5,4.01
West Bengal,Sugarcane,Loamy,Canal,480.2,22.6,70.9,37.8,121.1,0.4,4.9,4.45
Tamil Nadu,Wheat,Black Soil,Drip,933.8,31.8,49.0,47.2,140.4,9.0,2.0,6.94
Tamil Nadu,Maize,Black Soil,Sprinkler,726.4,24.3,77.5,46.2,86.7,5.6,2.7,5.47
Punjab,Sugarcane,Black Soil,Sprinkler,783.4,28.9,61.2,44.5,176.5,3.3,3.5,6.25
Punjab,Groundnut,Loamy,Rainfed,652.8,25.7,67.6,32.2,96.2,5.0,1.8,4.92
Andhra Pradesh,Groundnut,Black Soil,Drip,884.6,27.7,62.3,48.8,136.1,5.4,4.5,5.6
Tamil Nadu,Sugarcane,Sandy,Rainfed,823.7,21.6,69.8,35.0,118.2,4.1,4.6,4.54
West Bengal,Groundnut,Clay,Rainfed,1046.8,32.0,74.9,45.9,108.0,11.8,0.9,6.23
Maharashtra,Cotton,Sandy,Canal,885.7,24.2,55.9,45.0,116.4,11.3,2.0,4.95
West Bengal,Rice,Sandy,Canal,735.4,23.7,71.0,40.8,82.1,11.8,3.4,4.78
Karnataka,Wheat,Clay,Sprinkler,617.3,37.5,62.6,30.5,101.4,7.5,5.6,4.03
Karnataka,Rice,Sandy,Rainfed,970.5,30.2,83.9,57.5,68.1,7.8,4.7,4.78
Punjab,Wheat,Loamy,Sprinkler,717.8,31.8,54.6,52.8,95.8,5.0,0.0,6.19
Andhra Pradesh,Wheat,Clay,Drip,742.2,29.8,56.0,57.1,98.7,4.5,3.0,5.57
Karnataka,Rice,Sandy,Rainfed,742.2,26.2,63.7,50.4,144.6,7.1,4.4,5.53
Tamil Nadu,Sugarcane,Red Soil,Rainfed,,22.8,56.9,39.9,103.4,9.0,2.1,5.45
West Bengal,Wheat,Sandy,Drip,746.0,26.8,65.3,41.2,99.3,10.6,1.9,5.57
West Bengal,Rice,Loamy,Drip,1203.8,24.1,61.7,52.3,122.7,5.4,2.2,7.58
Punjab,Wheat,Black Soil,Sprinkler,549.5,24.3,69.1,50.7,121.3,3.2,2.9,5.07
Maharashtra,Maize,Sandy,Sprinkler,600.8,21.7,80.1,39.3,94.3,9.2,1.7,5.17
Punjab,Sugarcane,Black Soil,Drip,1084.6,28.5,68.9,59.7,128.8,1.5,4.7,6.97
Maharashtra,Cotton,Red Soil,Sprinkler,697.5,34.3,69.9,49.6,108.7,6.9,2.0,5.05
Punjab,Wheat,Sandy,Drip,680.9,30.2,55.3,43.2,94.3,7.3,1.6,5.64
Punjab,Maize,Clay,Rainfed,1007.7,27.6,66.4,41.5,97.7,5.9,2.8,5.63
Punjab,Cotton,Black Soil,Rainfed,467.6,27.8,62.9,36.1,148.2,2.4,6.2,4.45
Maharashtra,Cotton,Red Soil,Canal,960.7,18.0,76.2,49.9,98.7,5.9,4.4,5.06
Maharashtra,Wheat,Clay,Rainfed,790.0,26.3,58.8,52.4,124.1,11.9,4.6,5.56
Punjab,Rice,Clay,Drip,882.3,22.3,57.7,47.2,70.1,8.8,4.0,5.91
Karnataka,Wheat,Clay,Sprinkler,878.1,28.5,71.8,39.7,154.0,10.5,1.8,6.72
Andhra Pradesh,Maize,Clay,Canal,641.8,27.0,91.8,47.0,94.6,3.3,2.3,4.62
Andhra Pradesh,Cotton,Sandy,Sprinkler,1011.3,24.5,65.9,48.9,129.0,7.8,2.0,6.1
Andhra Pradesh,Wheat,Sandy,Drip,659.0,28.4,70.0,26.2,106.2,7.3,5.5,3.97
Maharashtra,Rice,Sandy,Rainfed,869.9,28.4,79.4,48.7,128.6,7.3,4.0,4.89
Maharashtra,Wheat,Red Soil,Canal,1052.3,34.1,74.1,54.3,130.5,8.7,0.5,6.5
Karnataka,Sugarcane,Red Soil,Drip,1083.4,30.7,74.2,47.0,109.9,7.4,6.1,5.55
Andhra Pradesh,Rice,Red Soil,Canal,721.2,28.9,66.9,41.9,49.7,3.4,2.9,5.03
Andhra Pradesh,Maize,Loamy,Canal,881.9,24.2,67.1,51.0,153.2,8.8,4.7,5.83
Punjab,Cotton,Red Soil,Rainfed,700.9,23.7,58.9,44.5,110.1,9.5,5.4,4.42
Maharashtra,Wheat,Sandy,Drip,1330.8,30.4,73.8,48.9,127.9,11.0,0.0,6.61
Andhra Pradesh,Rice,Sandy,Sprinkler,951.6,27.2,73.6,56.3,139.2,11.1,4.3,5.84
West Bengal,Sugarcane,Loamy,Canal,798.5,29.0,76.6,55.2,99.0,8.4,3.0,5.89
Karnataka,Rice,Loamy,Canal,848.8,31.9,62.1,43.2,133.1,3.6,0.0,6.94
West Bengal,Groundnut,Red Soil,Sprinkler,869.6,21.9,78.0,35.3,88.8,2.4,1.5,4.94
West Bengal,Sugarcane,Black Soil,Drip,876.1,33.6,81.6,51.5,128.6,6.3,2.7,6.23
Karnataka,Maize,Loamy,Canal,,31.9,53.4,39.1,115.7,9.8,5.0,5.36
West Bengal,Cotton,Clay,Canal,693.2,19.8,64.4,45.5,100.2,9.6,3.2,5.3
Andhra Pradesh,Maize,Sandy,Canal,746.6,37.4,82.1,56.9,116.6,7.8,3.8,5.06
Maharashtra,Wheat,Clay,Drip,529.3,29.3,60.2,29.0,78.1,6.9,2.9,4.4
Karnataka,Rice,Sandy,Drip,938.0,26.1,74.3,43.7,125.8,12.7,5.5,5.65
Punjab,Groundnut,Sandy,Sprinkler,603.6,30.1,68.1,38.9,129.4,8.7,4.4,5.34
West Bengal,Sugarcane,Loamy,Drip,546.8,24.1,72.0,46.4,127.1,6.7,3.8,5.5
Karnataka,Sugarcane,Loamy,Drip,776.8,30.2,68.5,65.8,167.6,5.1,1.4,6.4
Tamil Nadu,Rice,Clay,Rainfed,751.4,24.8,77.0,45.3,111.7,4.0,3.7,5.04
Tamil Nadu,Groundnut,Sandy,Sprinkler,834.9,36.1,55.7,36.1,114.1,3.7,8.5,3.53
Maharashtra,Rice,Clay,Canal,655.0,28.2,57.0,39.3,74.0,4.0,4.9,4.58
Andhra Pradesh,Wheat,Black Soil,Drip,693.6,30.6,85.6,37.7,170.0,7.8,2.2,5.68
Maharashtra,Maize,Clay,Canal,932.3,24.9,93.2,52.6,62.6,6.9,6.8,4.9
